movie_id,imdb,rotten_tomatoes
407,6.1,36
408,7.3,100
409,7,92
410,5.6,73
411,6.9,73
412,7.2,60
413,6.5,33
414,6.3,62
415,7.4,95
416,6.9,90
417,6.7,88
418,6.9,78
419,6.6,100
420,7.5,100
421,6.6,81
422,6.4,52
423,7,76
424,7.4,83
425,7.6,82
426,6.6,80
427,5.9,93
428,7.4,83
429,7.4,100
430,6.7,17
431,6.7,76
432,7.6,95
433,7.5,94
434,7.7,100
435,7.6,69
436,6.1,93
437,7,61
438,7,74
439,6.2,54
440,6.4,87
441,6.4,80
442,6.9,92
443,6.7,27
444,6.4,91
445,7.4,92
446,7.6,76
447,7.9,57
448,6.2,80
449,7.4,100
450,6.2,53
451,7,42
452,6.2,78
453,6.8,74
454,6.2,38
455,6.4,88
456,6.3,84
457,6.1,57
458,6.6,78
459,7.5,100
460,7,67
461,7.6,96
462,7,94
463,6.5,70
464,5.8,39
465,7,95
466,6.4,80
467,6.5,64
468,6.6,46
469,6.4,62
470,6.5,89
471,6.9,93
472,7,36
473,6.2,42
474,6.5,100
475,8,97
476,6.3,59
477,7,88
478,7.7,91
479,6.5,60
480,6.2,48
481,7.1,100
482,7,100
483,6.9,88
484,6.5,68
485,7.6,85
486,6.6,30
487,7.2,80
488,7.4,71
489,6.9,43
490,6.7,39
491,6.1,50
492,7.2,66
493,6.7,83
494,6.4,41
495,7.7,59
496,6.5,64
497,7.8,50
498,6.7,82
499,7.6,81
500,6.5,50
501,6.5,92
502,6.9,93
503,7,45
504,7,91
505,5.8,80
506,8.1,100
507,5.9,67
508,7.2,95
509,6.4,100
510,6.3,75
511,5.8,95
512,6.5,75
513,6.5,95
514,7.7,50
515,6.6,69
516,6.2,45
517,6.7,89
518,6.8,54
519,7.8,88
520,6,75
521,6.8,78
522,6.8,100
523,6.5,81
524,7.4,93
525,7.5,100
526,7,93
527,6.4,46
528,7.1,70
529,6.7,67
530,6.9,90
531,6.2,59
532,6.6,95
533,6.5,52
534,6.3,67
535,6,74
536,5.9,67
537,8,80
538,7.4,85
539,6.7,89
540,7.5,100
541,5.8,47
542,6.5,89
543,7.2,85
544,6,68
545,7.4,77
546,7.2,100
547,7.3,88
548,7.3,80
549,7,95
550,6.5,42
551,6.4,91
552,6.4,50
553,7.1,26
554,6.4,68
555,6.5,29
556,6,75
557,6.3,80
558,6.3,67
559,6.6,53
560,7.1,94
561,7.3,100
562,6.4,83
563,6.3,24
564,6.2,35
565,8.2,
566,6.1,48
567,6.4,100
568,6.2,20
569,6.9,83
570,7.3,100
571,6.4,50
572,6.9,91
573,7,59
574,6.4,100
575,7.3,96
576,6.4,48
577,6.6,75
578,6.4,36
579,7.1,86
580,7.6,24
581,6,44
582,7.2,81
583,6.7,93
584,6.6,63
585,6.4,56
586,6.7,80
587,6.8,72
588,6.7,80
589,5.8,100
590,7.6,84
591,6.4,65
592,6.6,88
593,8.3,
594,8.2,83
595,7.4,64
596,7.4,80
597,6.8,86
598,6.2,61
599,6.7,100
600,7.2,87
601,6.7,42
602,6.3,44
603,7.3,67
604,7.2,74
605,6.8,80
606,8.1,
607,6.7,96
608,6.4,65
609,7.2,80
610,7.1,85
611,6.1,43
612,5.8,82
613,6.2,84
614,6.4,52
615,6.5,62
616,6.1,76
617,7.3,60
618,5.7,94
619,6.8,67
620,6.4,66
621,8.2,
622,6.8,83
623,7.5,
624,6.7,100
625,7.7,100
626,7.4,71
627,8,73
628,5.8,90
629,7.1,75
630,5.4,17
631,6.8,51
632,6.6,80
633,6.4,71
634,5.8,43
635,6.6,41
636,6.8,34
637,7.3,85
638,6.8,61
639,5.8,44
640,6.3,29
641,6.8,100
642,7.4,67
643,6.8,91
644,6.1,77
645,6.3,65
646,6.6,29
647,6.4,69
648,6.2,100
649,7.8,100
650,5.7,36
651,7.5,100
652,6.4,56
653,6.6,91
654,7.6,
655,7.2,57
656,8,
657,6.6,88
658,7.1,100
659,6.3,20
660,6.5,90
661,5.8,65
662,7.2,80
663,8.1,
664,8.2,
665,5.8,81
666,6.1,63
667,5.8,78
668,6.8,100
669,7,82
670,7.1,65
671,6,75
672,5.9,73
673,7,85
674,7.4,83
675,5.8,76
676,7.3,84
677,5.4,81
678,7.5,100
679,6.8,92
680,6.5,38
681,7,80
682,6.8,91
683,6.1,80
684,6.6,52
685,6.6,62
686,6.8,100
687,6.5,76
688,6.1,61
689,6.5,30
690,6.5,19
691,6.4,100
692,5.9,72
693,6.3,72
694,7.4,89
695,6,60
696,6.5,100
697,5.4,81
698,6.1,44
699,7.6,100
700,8.3,
701,6.2,59
702,5.6,50
703,6.8,80
704,7.6,63
705,6.7,44
706,6.3,74
707,6.7,46
708,6.8,76
709,6.1,70
710,6.9,76
711,6.6,100
712,5.6,74
713,8.5,
714,7.1,95
715,6.1,17
716,6.5,41
717,5.4,88
718,7.5,95
719,5.9,78
720,6.3,82
721,7.2,100
722,7.4,84
723,6.9,94
724,6.7,100
725,5.7,37
726,6.8,57
727,5.9,88
728,6.5,70
729,7.1,100
730,6.8,61
731,6.2,28
732,7.1,75
733,6.3,80
734,5,92
735,7,100
736,6,95
737,6.3,38
738,7.7,90
739,6.8,64
740,6.2,63
741,6.2,88
742,7,93
743,7.7,88
744,6.2,78
745,6.3,51
746,5.8,100
747,6.3,60
748,7.1,100
749,6,86
750,6.2,53
751,6.8,100
752,5.9,76
753,6.7,100
754,5.9,53
755,6.4,43
756,6.4,70
757,7,90
758,6.1,32
759,6.5,100
760,5.6,53
761,8.2,
762,6.2,100
763,5.2,26
764,7.2,91
765,6.4,94
766,8.3,
767,5.8,66
768,6.6,33
769,5.2,78
770,6,63
771,6,83
772,7.5,100
773,6.4,78
774,5.3,27
775,6.3,50
776,7.1,
777,7.1,82
778,6.4,86
779,5.5,70
780,5.7,62
781,6.2,85
782,6,80
783,7.4,86
784,5.7,39
785,7.3,76
786,6.9,83
787,6.2,77
788,5.9,89
789,5.9,41
790,8,100
791,6,58
792,5.5,75
793,6.9,83
794,5.6,69
795,5.8,22
796,7.2,50
797,6.4,80
798,7.1,55
799,6.3,78
800,7,
801,7.6,91
802,6.4,16
803,7.2,
804,7,80
805,6.3,78
806,5.7,72
807,6,29
808,7.1,
809,6.5,92
810,6.1,58
811,6.1,80
812,7.8,86
813,6.2,61
814,6.3,83
815,5.7,56
816,7.4,98
817,5.7,73
818,5.1,50
819,7.2,80
820,7.5,95
821,6.1,80
822,5.6,59
823,6.3,71
824,7.2,67
825,6,20
826,6.4,80
827,6.5,96
828,5,89
829,7.1,100
830,7.9,92
831,7.7,
832,5.8,35
833,5.8,71
834,6.9,72
835,7.3,100
836,5.7,42
837,6.2,100
838,8.4,
839,6.2,84
840,6.3,11
841,7.5,
842,6,90
843,7,65
844,6.3,46
845,6.3,42
846,8.6,
847,5.4,86
848,5.7,59
849,7.8,
850,8,
851,8.3,
852,6.2,76
853,7.3,71
854,6.5,57
855,7,68
856,6.1,86
857,7,83
858,6.2,38
859,5.8,80
860,7.9,
861,5.9,59
862,8.3,
863,6.1,100
864,6.1,48
865,7.1,25
866,6.6,91
867,6.3,78
868,7.4,100
869,7.3,98
870,6.4,100
871,7.2,43
872,6.1,83
873,6,70
874,6.5,63
875,7.8,
876,7.9,
877,6.3,69
878,7.2,50
879,5.5,68
880,5.8,51
881,6.1,70
882,7.3,80
883,5.6,39
884,8.3,
885,6.6,100
886,6.8,89
887,7.3,20
888,8,
889,7.5,100
890,5.7,48
891,7.3,100
892,5.3,63
893,6.3,25
894,6.2,26
895,6.4,75
896,5.5,16
897,5.6,75
898,6.1,50
899,7.6,
900,7.9,
901,5.5,40
902,6.9,44
903,6.2,51
904,6.5,100
905,5.8,86
906,6.8,90
907,6.9,100
908,7.4,50
909,6.1,75
910,6.8,100
911,6.3,39
912,6.6,71
913,6.9,67
914,7.1,33
915,5.7,80
916,5.4,100
917,6.3,62
918,6.1,30
919,6.5,48
920,5.6,60
921,6.5,57
922,7,100
923,6.2,83
924,7.9,
925,6.2,100
926,6.9,87
927,7.2,57
928,6.1,39
929,6.6,13
930,6.6,71
931,5.6,31
932,5.3,15
933,5.6,24
934,6.5,
935,5.6,85
936,6.3,58
937,8.1,
938,6.7,95
939,6.1,73
940,6.2,75
941,6.7,90
942,5.9,65
943,6,47
944,7.6,
945,6.8,73
946,6.2,64
947,5.3,59
948,9.1,
949,6.2,79
950,6.1,49
951,6,48
952,6.1,91
953,5.6,50
954,5.6,61
955,5.6,12
956,6.9,80
957,5.9,42
958,7.6,
959,6.5,91
960,8.4,
961,5.9,67
962,6.4,33
963,6,100
964,5.7,83
965,6,60
966,5.7,18
967,6,84
968,6.6,45
969,5.6,25
970,5.9,39
971,6.2,65
972,7.9,
973,5.8,27
974,8.1,
975,5.8,61
976,7.9,
977,5.9,77
978,6.1,35
979,6.6,85
980,7.5,
981,7.7,100
982,7,80
983,6.1,82
984,7.8,
985,7.7,
986,6.6,100
987,7.1,100
988,7.2,
989,7.4,80
990,7.7,92
991,5.6,48
992,7,
993,7,100
994,6.3,44
995,7.2,
996,5.4,36
997,6.4,100
998,6.6,97
999,5.7,63
1000,7.8,
1001,6.9,58
1002,5.5,22
1003,7.2,86
1004,6,71
1005,5.4,16
1006,6.2,73
1007,6.1,57
1008,5.4,84
1009,5.4,25
1010,5.9,80
1011,7.3,86
1012,7.3,
1013,5.9,39
1014,7.5,
1015,7.6,100
1016,5.2,29
1017,7.4,
1018,8.4,
1019,6.1,32
1020,5.8,29
1021,6.3,44
1022,7.4,
1023,6.1,43
1024,5.3,27
1025,5.9,67
1026,6.2,37
1027,5.5,50
1028,7.3,88
1029,7.1,
1030,6.4,60
1031,5.8,29
1032,5.7,78
1033,6.7,97
1034,5.8,100
1035,5.3,45
1036,5.4,71
1037,5.7,83
1038,7.5,
1039,6.9,87
1040,6,85
1041,6.3,33
1042,7.4,
1043,8.5,
1044,6.1,80
1045,5.9,17
1046,5.3,67
1047,7.8,
1048,4.7,13
1049,8,
1050,6.5,83
1051,5.5,31
1052,5.7,52
1053,5.4,86
1054,6.5,13
1055,6.3,15
1056,7.2,90
1057,5.5,33
1058,5.9,69
1059,5.9,40
1060,5.8,71
1061,6.5,
1062,5.5,71
1063,7.3,
1064,5.4,63
1065,8,
1066,6.2,62
1067,5.5,75
1068,5.8,47
1069,5.7,55
1070,7.5,
1071,4.6,81
1072,6.3,91
1073,6.5,92
1074,5.2,
1075,5.5,50
1076,5.1,77
1077,6.4,93
1078,5.7,62
1079,5.8,38
1080,5.7,60
1081,6.7,
1082,6.9,
1083,6.2,
1084,7,
1085,6.2,71
1086,7.3,
1087,7.3,
1088,7.4,
1089,7.8,
1090,7.6,
1091,8.5,
1092,5.6,69
1093,7.4,
1094,6.1,100
1095,6.1,100
1096,7.6,
1097,5.9,30
1098,6.4,32
1099,6.6,
1100,6.4,86
1101,6.2,23
1102,5.3,65
1103,4.8,80
1104,7.9,
1105,6.7,57
1106,7.5,
1107,7.9,
1108,5.3,47
1109,7.3,
1110,7.2,
1111,6.9,
1112,5.7,26
1113,6.4,84
1114,6.2,43
1115,5.5,54
1116,7.1,
1117,8.4,
1118,6.7,80
1119,5.3,60
1120,5.7,60
1121,5.9,8
1122,6.3,
1123,7.6,
1124,5.6,18
1125,5.1,94
1126,7.1,
1127,7.9,84
1128,5.5,55
1129,5.7,55
1130,7.1,89
1131,5.3,38
1132,7.5,
1133,5.1,55
1134,7.5,
1135,6.2,60
1136,6.1,56
1137,6.2,89
1138,6.6,63
1139,7.9,
1140,7.6,
1141,7.1,
1142,6.7,94
1143,6.5,86
1144,5.7,9
1145,4.9,20
1146,7.3,
1147,6.3,
1148,5.3,83
1149,6.3,20
1150,5.2,64
1151,6.4,
1152,5.7,37
1153,5.9,44
1154,7.8,88
1155,7.2,
1156,8.5,
1157,6.2,46
1158,6,60
1159,8.1,
1160,5.8,43
1161,5.6,44
1162,6.1,67
1163,7.1,
1164,6.8,92
1165,5.8,64
1166,5.9,40
1167,5.6,64
1168,7.2,
1169,5.6,14
1170,8,
1171,5.7,62
1172,5.8,
1173,5.5,43
1174,7.2,
1175,7.7,
1176,7.5,
1177,7.6,
1178,5.4,20
1179,5.7,50
1180,6,
1181,5.4,50
1182,7.1,
1183,6.5,55
1184,7.4,
1185,6,6
1186,6.3,33
1187,5.3,57
1188,6.8,57
1189,8,
1190,6.6,
1191,5.7,
1192,5.7,38
1193,8,
1194,6.6,60
1195,7.1,100
1196,7.5,
1197,6,29
1198,5.5,43
1199,5.1,100
1200,5.7,55
1201,7.3,
1202,5.6,47
1203,6.5,63
1204,6.2,96
1205,5.9,63
1206,7.5,
1207,6.3,22
1208,5.8,
1209,5.4,24
1210,6.3,71
1211,6.4,43
1212,6.1,20
1213,5.9,
1214,7.4,
1215,8.7,
1216,5.7,40
1217,6.5,67
1218,7.3,60
1219,7.1,13
1220,6.8,56
1221,6.5,
1222,5.5,20
1223,6.6,
1224,6.6,21
1225,5,47
1226,4.4,29
1227,6.5,
1228,4.9,75
1229,7.6,
1230,6.3,58
1231,6.7,45
1232,7.7,
1233,6.6,75
1234,5.5,6
1235,6.7,
1236,7.5,
1237,5.1,46
1238,5.4,68
1239,7.5,
1240,5.6,49
1241,5.4,26
1242,5.5,100
1243,7.9,
1244,5.8,79
1245,6.4,
1246,7.8,
1247,7.2,
1248,6,60
1249,6.8,80
1250,7.7,
1251,5.6,43
1252,5.9,57
1253,7.3,
1254,5.9,32
1255,7.6,
1256,6.4,89
1257,5.2,70
1258,4.5,70
1259,6.7,
1260,7.5,
1261,7.5,
1262,7.3,
1263,7.5,
1264,7.3,
1265,7.8,
1266,7.4,
1267,6.5,20
1268,5.4,59
1269,6.1,42
1270,5.6,41
1271,7.6,
1272,5.8,30
1273,5.8,36
1274,6.5,
1275,7.3,
1276,5.1,52
1277,7.6,
1278,5.7,87
1279,5.3,15
1280,8,
1281,7.4,
1282,5.7,49
1283,7.3,
1284,6.2,83
1285,6,
1286,8,
1287,7.4,
1288,7.8,
1289,7.7,
1290,7.4,
1291,5.1,22
1292,6.2,57
1293,9.3,
1294,7,
1295,6.7,
1296,5.5,50
1297,7.7,
1298,6.2,57
1299,6.2,29
1300,7.4,
1301,6.6,
1302,5.6,5
1303,5.8,71
1304,7.7,
1305,6.2,55
1306,7.4,
1307,6.3,70
1308,5.6,33
1309,7.8,
1310,5.2,43
1311,7.1,
1312,8.7,
1313,8.6,
1314,6.3,
1315,5.6,39
1316,7.5,
1317,7.4,
1318,6.9,
1319,5.4,60
1320,5.8,57
1321,5.6,17
1322,5.3,16
1323,7,
1324,6.2,59
1325,6.6,
1326,7.1,
1327,7,56
1328,5.5,50
1329,6.7,20
1330,5,9
1331,7.7,
1332,8.1,100
1333,5,100
1334,7.5,
1335,7.4,
1336,8.4,
1337,7.7,
1338,5.9,67
1339,7.5,
1340,7.6,
1341,7,80
1342,5.8,27
1343,7.5,
1344,7.4,
1345,5.8,
1346,7.2,
1347,7.3,
1348,7.5,
1349,8,
1350,5.1,27
1351,4.9,41
1352,5.7,43
1353,4.5,16
1354,5.7,50
1355,6.3,67
1356,5.3,86
1357,8.6,
1358,5.5,
1359,7.7,
1360,5.2,47
1361,7.5,
1362,5.2,21
1363,7.1,
1364,7.2,
1365,6.7,
1366,7.2,95
1367,7.4,
1368,6.7,100
1369,4.7,100
1370,7.4,
1371,7.2,
1372,6.9,
1373,5.2,75
1374,5.4,70
1375,5.4,9
1376,6,100
1377,5.5,21
1378,7.1,
1379,5.2,23
1380,6.9,
1381,5.9,58
1382,6.2,58
1383,7.1,
1384,7.4,
1385,7.1,
1386,7.5,
1387,5,19
1388,6.8,
1389,6.1,15
1390,5.4,88
1391,3.9,9
1392,7,
1393,6.8,
1394,6.4,100
1395,6,37
1396,8.2,
1397,5.5,41
1398,5.2,30
1399,5.2,17
1400,6.2,
1401,5.3,33
1402,7.7,
1403,5.9,
1404,7.1,
1405,5,
1406,5.4,41
1407,6.5,
1408,7.2,
1409,5.3,16
1410,7.1,
1411,7.1,
1412,7.7,91
1413,6.6,
1414,6.8,
1415,5.8,26
1416,5.5,
1417,7,
1418,7.8,
1419,6,
1420,5,10
1421,5.2,5
1422,7.2,100
1423,6.4,63
1424,5.8,40
1425,7.7,
1426,7.7,
1427,5.5,47
1428,6.3,16
1429,7.7,
1430,5.8,63
1431,5.9,56
1432,5,29
1433,7.3,
1434,5.7,
1435,7.4,
1436,7.4,
1437,6.2,50
1438,6,
1439,5.7,38
1440,8,
1441,5.7,
1442,6.3,
1443,4.5,18
1444,7.7,
1445,5.8,67
1446,8.3,
1447,6.2,
1448,7,
1449,5.3,19
1450,7.2,
1451,6.7,40
1452,5.1,27
1453,5.6,40
1454,7.2,
1455,7,50
1456,5.9,57
1457,4.5,84
1458,7.6,
1459,8.7,
1460,6.8,
1461,5,45
1462,6.3,12
1463,6.7,
1464,6.7,
1465,6.8,
1466,7.5,
1467,7,
1468,5.1,83
1469,8.6,
1470,6.1,82
1471,6.2,
1472,6.7,
1473,5.3,34
1474,6,29
1475,7.2,
1476,7.1,
1477,4.7,57
1478,7.2,
1479,8.3,
1480,7,
1481,7.3,
1482,4.7,88
1483,6.4,50
1484,6.2,47
1485,5.6,43
1486,5.5,41
1487,5.2,44
1488,7.3,
1489,5.2,17
1490,7.3,
1491,6.7,
1492,6,
1493,6.1,40
1494,7.1,
1495,7.2,
1496,8.2,
1497,5,40
1498,5.9,67
1499,6.2,
1500,7.5,
1501,4.1,5
1502,7.1,
1503,5.4,22
1504,7.9,
1505,6.8,
1506,5.5,
1507,5.9,55
1508,6.6,
1509,7.4,
1510,6.8,
1511,8.1,
1512,5.9,30
1513,7.7,100
1514,5.1,24
1515,5.7,
1516,8.2,
1517,7.4,
1518,6.7,
1519,7.4,
1520,6.3,
1521,5,53
1522,7.1,
1523,7,
1524,6.5,100
1525,5.7,
1526,5.4,39
1527,6,
1528,6.4,
1529,6.6,
1530,7.1,
1531,7.5,
1532,5.5,
1533,6.2,
1534,4.7,30
1535,7.7,
1536,6.5,100
1537,6.7,
1538,6,
1539,8.6,
1540,5.5,16
1541,7.2,
1542,5.8,18
1543,5.7,44
1544,5.8,58
1545,4.6,34
1546,7.2,
1547,7.2,
1548,5.7,
1549,6.4,
1550,7.3,
1551,7.1,
1552,6.3,
1553,5.3,44
1554,6.7,
1555,6.7,
1556,6.7,
1557,7.1,
1558,6.3,
1559,6.5,
1560,6.9,
1561,5.1,29
1562,6.7,
1563,4.1,22
1564,6.7,
1565,5.8,
1566,6.9,
1567,5.8,83
1568,5,50
1569,4.5,
1570,5,17
1571,6.3,
1572,5.7,40
1573,6.7,
1574,7.9,
1575,6.2,
1576,5.6,11
1577,6.3,78
1578,6.2,
1579,6.8,
1580,7.2,
1581,7.4,
1582,8.4,
1583,4.8,38
1584,6.3,71
1585,7.1,
1586,5.1,71
1587,5.7,38
1588,6.6,
1589,8.3,
1590,7,
1591,6,
1592,3.5,19
1593,6.9,
1594,6.3,
1595,6.7,
1596,5.5,
1597,5.9,20
1598,4.5,40
1599,4.6,
1600,5.4,11
1601,6.6,
1602,6.8,
1603,6.2,
1604,6.7,
1605,4.4,75
1606,5.4,14
1607,5.1,
1608,6.4,
1609,5.3,71
1610,7.5,
1611,6.7,54
1612,6.6,
1613,5.2,38
1614,6.6,
1615,5.3,
1616,4.9,40
1617,5.2,33
1618,5.9,
1619,6.7,
1620,5.4,36
1621,7.3,
1622,5,
1623,5.7,
1624,5.5,59
1625,7.2,
1626,6.5,
1627,6.6,50
1628,7.7,
1629,6.7,
1630,7,
1631,7.8,
1632,7.1,
1633,6.8,100
1634,7,
1635,7.9,
1636,4.8,16
1637,5,11
1638,4.3,25
1639,5.5,17
1640,4.6,52
1641,7.2,
1642,7.6,
1643,6,
1644,7.7,
1645,5.8,80
1646,7.1,
1647,6,53
1648,7.9,
1649,8,
1650,5.7,71
1651,6.2,
1652,5.8,13
1653,6.6,
1654,6,
1655,7.6,
1656,6.9,
1657,6.2,
1658,5.2,
1659,6.8,
1660,5.1,29
1661,7,
1662,4.8,
1663,7.1,
1664,6.5,
1665,7,
1666,5.3,36
1667,7.6,
1668,5.6,25
1669,8.1,
1670,6.5,
1671,6.2,
1672,4.5,13
1673,7.2,
1674,6.4,
1675,6.6,
1676,5.3,40
1677,6.5,
1678,6.6,
1679,6.5,
1680,6.4,
1681,4.3,13
1682,6.4,
1683,6.8,
1684,5.9,
1685,6.5,
1686,6.8,
1687,5.3,10
1688,4.8,4
1689,3.6,50
1690,5.8,
1691,4.8,25
1692,6.5,100
1693,7.5,
1694,5.4,
1695,6,45
1696,7.6,
1697,7.3,
1698,6.2,
1699,5.2,
1700,6.4,
1701,5.1,
1702,7.6,
1703,5.3,10
1704,6.9,
1705,5.7,6
1706,4.5,60
1707,7.6,
1708,5.2,
1709,5.2,21
1710,6.3,
1711,6.2,
1712,6.3,100
1713,7.3,
1714,8.2,
1715,7,
1716,6.8,
1717,4.7,30
1718,6.3,
1719,7.2,
1720,5.5,32
1721,4.7,46
1722,5.1,30
1723,5.1,
1724,6.2,
1725,6.2,
1726,6.3,
1727,6.7,
1728,6.2,
1729,8.2,
1730,7.4,
1731,5,12
1732,7.5,
1733,7.9,
1734,5.4,51
1735,7,
1736,6.6,
1737,7.1,
1738,6.8,82
1739,7.2,
1740,6.4,
1741,5.9,44
1742,6.3,
1743,6.1,
1744,4.2,18
1745,6,
1746,7.3,
