movie_id,director_id
484,473
485,474
486,475
487,476
488,477
488,478
489,479
490,480
491,481
491,482
492,483
492,484
493,485
494,486
495,487
496,167
497,15
498,488
499,
500,489
501,490
502,491
503,492
504,493
504,494
505,495
506,496
507,497
508,498
509,499
510,500
511,67
512,486
513,501
514,502
515,503
516,504
517,505
518,460
519,
520,506
521,507
522,361
523,508
524,509
525,510
526,511
527,512
528,513
529,514
530,515
531,516
532,517
533,518
534,519
535,520
536,521
537,522
538,523
538,524
539,525
540,
541,439
542,526
543,527
544,528
544,529
545,530
545,531
546,532
547,533
548,534
549,535
550,536
550,537
551,538
552,539
553,540
554,541
555,542
556,543
557,544
558,545
559,546
560,547
561,548
562,549
563,550
564,341
565,551
566,552
566,553
566,554
567,555
568,556
569,557
570,437
571,558
572,559
572,560
573,561
574,562
575,563
576,564
577,565
578,566
579,223
580,567
581,568
582,569
582,570
583,571
583,572
583,573
584,574
585,575
585,576
586,577
587,578
588,579
589,109
590,580
590,581
591,517
592,582
592,583
593,584
593,585
594,586
595,587
596,588
596,589
597,590
598,142
599,591
600,592
601,593
602,594
603,595
604,596
605,597
606,598
607,599
608,600
609,601
610,602
610,603
611,604
612,605
613,606
614,607
615,608
616,609
616,610
617,611
618,612
619,613
620,157
621,614
622,615
623,616
624,617
625,618
626,619
627,620
628,621
628,622
629,623
630,624
631,38
632,625
632,626
632,627
633,306
634,340
635,628
636,148
637,629
638,630
639,631
640,55
641,632
642,633
643,634
644,635
645,636
646,637
647,638
648,639
649,640
650,641
651,642
652,643
653,644
653,645
654,162
655,646
656,647
657,648
657,649
658,650
659,651
660,128
661,652
662,653
663,443
664,654
665,655
666,351
667,656
668,657
669,658
670,552
670,659
670,660
670,661
670,662
670,66
670,663
670,664
670,665
670,666
671,667
672,668
673,343
673,669
674,670
675,671
676,672
676,673
677,497
678,674
679,675
680,676
681,108
682,677
683,678
684,679
685,61
686,680
686,681
687,682
688,683
689,684
690,685
691,686
692,656
693,687
694,354
695,688
695,689
696,690
697,691
698,692
699,
700,693
700,694
701,695
702,685
703,696
704,697
705,259
706,698
707,699
708,700
709,701
710,702
711,703
712,704
713,286
714,705
714,706
715,707
716,708
717,709
718,710
719,711
720,712
721,713
722,714
723,715
724,716
725,717
726,718
727,
728,
729,719
730,477
730,478
731,720
732,721
733,670
734,722
735,723
736,724
737,725
738,726
739,108
740,727
741,728
742,729
743,595
744,730
745,313
746,731
747,732
748,733
749,734
750,735
751,216
751,736
752,477
752,478
753,635
753,480
754,737
755,738
756,739
756,740
757,741
758,742
759,743
760,744
761,697
762,745
763,746
764,127
765,747
766,748
767,749
768,750
769,751
770,752
771,217
772,753
772,754
772,755
773,756
774,2
774,3
775,528
775,529
776,757
776,758
777,759
777,760
778,761
779,762
780,763
781,764
782,765
783,766
784,767
785,768
786,769
787,770
788,771
788,772
789,138
790,773
791,774
792,775
793,776
794,777
795,439
796,778
797,779
798,780
799,781
800,428
801,782
802,783
803,784
804,785
805,786
806,787
807,788
808,789
809,790
809,791
810,162
811,792
812,793
812,794
813,795
814,796
815,797
815,798
816,799
816,800
817,801
818,802
819,517
820,803
821,804
821,805
822,806
823,807
824,808
825,809
826,810
827,811
828,812
829,813
830,814
831,815
832,816
833,817
834,818
835,819
836,820
837,821
838,822
839,823
840,824
841,117
841,825
841,118
842,826
843,827
844,229
845,495
846,822
847,828
848,829
849,830
850,830
850,647
851,831
852,832
853,833
854,834
855,835
856,836
857,837
857,838
858,839
859,
860,840
861,841
861,842
862,136
863,843
863,844
864,845
864,846
865,847
866,848
867,849
868,136
869,850
869,851
870,852
871,853
872,854
873,855
874,856
875,857
876,858
877,859
878,860
879,861
880,862
881,863
882,864
883,865
884,674
885,719
886,866
887,867
888,868
889,840
890,
891,869
892,870
893,871
894,872
895,
896,873
897,874
898,875
899,285
900,857
901,876
902,877
903,878
904,879
905,880
906,881
907,882
908,883
909,884
910,885
911,886
912,887
913,72
914,888
915,861
916,889
917,890
918,891
919,892
920,893
921,894
922,895
922,480
923,896
924,897
924,898
925,899
925,900
926,901
926,902
927,903
928,904
929,905
930,906
931,907
931,908
932,909
933,910
934,911
935,912
935,913
936,575
937,914
938,915
939,289
940,916
941,558
942,917
943,918
944,857
945,919
946,920
947,590
948,921
949,922
950,923
951,157
952,924
953,901
954,464
955,201
956,925
957,926
958,927
959,928
960,929
961,930
962,931
962,932
962,933
963,
964,934
965,935
966,936
967,937
968,938
969,939
970,940
971,922
972,286
973,307
974,941
975,942
976,598
977,943
978,638
979,944
980,945
981,946
982,947
983,948
983,949
984,442
985,950
986,951
986,952
987,953
987,954
988,598
989,955
990,14
991,643
992,956
993,852
994,957
995,958
996,959
997,477
998,658
999,960
1000,961
1001,962
1001,854
1002,963
1003,964
1003,965
1004,966
1005,967
1006,968
1007,969
1008,970
1009,971
1010,972
1011,973
1011,974
1012,647
1013,504
1014,975
1014,976
1015,977
1016,470
1017,978
1018,690
1018,831
1019,979
1020,980
1020,355
1021,981
1022,830
1023,982
1024,983
1025,984
1026,985
1027,694
1028,986
1029,987
1029,988
1030,989
1031,990
1032,991
1033,992
1033,993
1034,299
1035,119
1036,795
1037,77
1038,136
1038,994
1039,995
1040,996
1041,997
1042,584
1042,585
1043,690
1043,831
1044,998
1045,999
1045,1000
1046,1001
1047,136
1048,1002
1049,1003
1050,1004
1051,1005
1052,1006
1053,1007
1054,1008
1055,
1056,1009
1057,55
1057,1010
1058,1011
1059,1012
1060,1013
1061,108
1061,748
1061,162
1061,868
1062,806
1063,1014
1064,1015
1065,1016
1066,1017
1067,1018
1068,1019
1069,1020
1070,1021
1071,1022
1072,1023
1073,1024
1074,1025
1075,76
1076,1026
1077,1027
1078,1028
1079,1029
1080,1030
1081,1031
1082,1032
1083,1014
1084,1032
1085,1033
1086,1034
1087,1035
1088,1036
1089,1037
1090,1038
1090,1039
1091,1040
1091,1041
1092,1042
1093,1043
1093,1044
1094,1045
1095,
1096,1046
1097,313
1098,1047
1099,1048
1100,1049
1101,403
1102,1050
1103,1051
1104,1052
1105,1053
1106,1054
1107,1055
1108,1056
1109,757
1110,1057
1111,1058
1112,311
1113,1059
1113,1060
1114,1061
1115,1062
1116,1063
1117,1064
1118,473
1119,1065
1120,1066
1121,201
1122,1067
1123,1068
1124,119
1125,1069
1126,1070
1126,1071
1126,1072
1127,1073
1127,1074
1128,1075
1129,1076
1130,1077
1131,1078
1132,
1133,1079
1134,1080
1135,867
1136,1081
1137,1082
1138,1083
1139,1084
1140,1085
1141,1086
1142,1087
1143,1088
1144,311
1145,1089
1146,1090
1146,1091
1147,1092
1148,1093
1149,766
1150,1094
1151,1095
1152,1096
1153,1097
1154,22
1155,
1156,1098
1157,1099
1158,1100
1159,929
1160,1101
1161,656
1162,1102
1163,1103
1164,1104
1165,1105
1165,1106
1166,1107
1167,1108
1168,958
1169,1109
1170,822
1171,1110
1172,979
1173,1111
1174,1112
1174,1113
1175,1114
1176,136
1177,26
1178,30
1179,1115
1179,1116
1180,1117
1181,1118
1182,1119
1183,1004
1184,646
1185,1120
1186,1121
1187,1122
1188,1123
1189,1124
1190,1125
1191,1126
1192,1127
1193,386
1193,387
1194,1128
1195,1129
1196,1130
1197,1131
1198,1132
1198,1133
1199,1134
1199,1135
1200,146
1201,
1202,1136
1203,1137
1204,495
1205,1138
1206,595
1207,1139
1208,1140
1209,1141
1210,1142
1211,1143
1212,461
1213,1144
1214,1145
1215,1146
1216,687
1217,1147
1218,1148
1219,1149
1220,1150
1221,1151
1221,1152
1222,969
1223,1153
1224,1154
1225,936
1226,1155
1227,1156
1227,1157
1228,861
1229,773
1230,1158
1231,381
1232,1159
1233,1160
1234,1161
1235,977
1236,1162
1237,489
1238,1163
1239,1164
1240,
1241,1165
1242,774
1243,1166
1244,1167
1245,1168
1246,1169
1247,1170
1248,1171
1249,517
1250,1172
1250,1173
1251,1174
1252,1175
1253,1112
1254,1176
1255,1177
1255,1178
1256,1179
1257,1180
1258,1181
1258,176
1258,1182
1258,1183
1259,1184
1260,1185
1261,1186
1262,1187
1263,1188
1264,1189
1264,1113
1265,1190
1266,146
1267,1191
1268,1192
1269,1193
1270,1194
1271,1195
1272,1196
1273,1197
1274,1198
1275,1130
1276,1199
1276,1200
1276,1201
1276,1202
1276,1203
1276,119
1276,863
1276,1204
1276,1205
1277,136
1278,1206
1279,1207
1280,1208
1280,1209
1281,1210
1281,35
1282,1211
1283,136
1284,1212
1285,1213
1286,1214
1287,471
1288,1215
1289,748
1290,1111
1291,256
1292,1149
1293,
1294,1216
1295,1217
1296,561
1297,1130
1298,1218
1299,1219
1299,1220
1300,1221
1301,
1302,1222
1303,
1304,601
1305,317
1306,1223
1307,1224
1308,1225
1309,1226
1310,1227
1311,1228
1311,978
1312,1229
1313,1146
1314,1230
1315,1231
1315,842
1316,929
1317,1232
1318,1233
1319,1234
1320,1235
1321,1236
1322,1237
1323,1238
1324,1239
1325,1240
1326,1241
1327,1242
1328,1243
1329,1244
1330,1245
1331,911
1332,1246
1332,1247
1333,1248
1334,1162
1334,1249
1335,1250
1335,1251
1336,1252
1337,693
1338,1253
1339,1052
1340,929
1341,471
1342,1052
1343,521
1344,1254
1344,1255
1345,1256
1346,1257
1347,1258
1348,1259
1349,1260
1350,311
1351,1115
1352,982
1353,1261
1354,1262
1355,1263
1356,1264
1357,1265
1358,1266
1359,1267
1360,1268
1360,1269
1361,773
1361,1270
1362,918
1363,1271
1364,1272
1365,1273
1366,1274
1367,1275
1368,290
1369,1276
1369,1277
1370,1278
1371,1014
1372,1279
1373,1280
1374,1281
1375,568
1376,1282
1377,1283
1378,1284
1379,1285
1380,1286
1381,1287
1382,1288
1383,1289
1383,1290
1384,1130
1385,
1386,1291
1387,1292
1388,1293
1389,679
1390,1294
1391,1295
1392,1296
1393,1297
1394,1298
1395,1299
1396,1300
1397,1301
1398,1302
1399,595
1400,1303
1401,1304
1402,1305
1403,1306
1404,830
1405,1307
1406,1308
1407,1309
1408,1310
1409,1311
1410,1312
1411,1313
1412,1314
1412,1315
1413,1316
1414,867
1414,1317
1415,1318
1416,283
1417,1112
1418,977
1419,1319
1420,1320
1421,1321
1422,1322
1423,1323
1424,1324
1425,1325
1425,1326
1426,929
1427,1327
1428,1328
1429,1329
1430,179
1431,1330
1432,1331
1433,1332
1434,1333
1435,128
1436,1334
1437,1335
1438,1336
1439,76
1440,646
1441,1168
1442,1337
1443,1338
1444,1100
1445,1339
1446,
1447,1340
1448,1341
1448,1342
1449,774
1450,1343
1451,1344
1452,1345
1453,1346
1454,1112
1455,1347
1455,1348
1456,1349
1457,1350
1458,56
1459,1351
1460,1147
1461,1352
1461,1353
1462,1354
1463,1355
1464,1356
1465,1284
1466,1357
1466,1358
1467,958
1468,1359
1469,1360
1469,1361
1470,1362
1471,1363
1472,937
1473,336
1474,1364
1475,1365
1476,748
1477,1366
1478,1367
1479,937
1480,1368
1481,1369
1482,1370
1483,1371
1484,1372
1485,1373
1486,1374
1487,1375
1488,1376
1489,1377
1490,994
1491,1378
1492,488
1492,1379
1493,551
1494,1380
1495,1381
1496,1382
1497,1383
1498,1384
1499,
1500,125
1501,1385
1502,1386
1502,1387
1503,1324
1504,646
1505,1388
1506,1389
1507,1390
1508,1391
1509,1392
1509,1393
1510,1394
1511,1395
1512,1396
1513,1397
1514,1398
1515,1399
1516,1400
1517,1291
1518,1070
1519,136
1520,1401
1521,1402
1522,248
1523,1403
1524,1404
1525,1405
1526,1406
1527,830
1528,1407
1528,1408
1529,1216
1530,130
1531,1409
1532,1410
1533,1411
1534,136
1535,
1536,1412
1537,1169
1538,1413
1539,1414
1539,1415
1540,1416
1541,1417
1542,575
1543,1418
1543,807
1543,997
1544,1419
1545,687
1546,1420
1547,386
1547,387
1548,1421
1549,1422
1550,1423
1551,1424
1552,1425
1553,1426
1554,1058
1555,1427
1556,1078
1557,1428
1558,867
1559,1429
1560,1164
1561,1430
1562,1431
1563,1432
1564,1433
1565,488
1565,1379
1566,
1567,1434
1568,1435
1569,1436
1570,1437
1571,1438
1571,1439
1572,1440
1573,1175
1574,1014
1575,1441
1576,
1577,1442
1578,1443
1579,1444
1580,1113
1581,1445
1582,1446
1583,1447
1584,1448
1585,1449
1586,1450
1587,1451
1588,1452
1588,1453
1589,1454
1590,719
1591,459
1592,1455
1593,1456
1594,1457
1594,1458
1595,1459
1596,1460
1597,1461
1598,1462
1599,1383
1600,1463
1601,
1602,1464
1603,1465
1604,1466
1605,352
1605,1467
1606,1468
1606,1469
1607,1470
1608,1471
1609,1472
1610,1473
1611,1474
1612,1475
1613,1476
1614,1477
1615,1478
1616,1479
1617,1480
1618,1481
1619,1482
1620,1483
1621,1484
1622,1485
1623,1486
1624,1487
1625,743
1626,1488
1626,1489
1627,381
1628,1490
1629,1491
1630,1492
1631,1493
1631,1494
1632,1495
1633,1496
1634,1497
1635,1498
1636,1499
1637,199
1638,1500
1639,1002
1640,1501
1641,136
1642,1190
1643,1502
1644,1503
1644,1504
1645,1505
1646,1506
1647,1507
1648,1508
1648,1509
1649,1510
1649,1147
1650,1511
1651,1512
1652,1513
1652,1514
1653,815
1654,1463
1655,
1656,1515
1657,1516
1658,1383
1659,
1660,1517
1661,815
1662,383
1663,1518
1664,1519
1665,1520
1666,1256
1667,1521
1668,1522
1669,1260
1670,1523
1670,1524
1671,1405
1671,1525
1672,1526
1673,1527
1674,1528
1675,532
1676,1180
1677,1529
1678,1530
1679,827
1680,485
1681,1531
1682,1532
1683,1329
1684,33
1685,1014
1686,1533
1687,595
1688,1534
1689,1535
1690,1536
1691,1015
1692,1537
1692,1538
1692,1539
1693,1540
1694,1541
1695,1542
1696,1543
1697,1544
1698,47
1699,1545
1700,958
1701,295
1702,1546
1703,1547
1704,1548
1705,1549
1706,668
1707,654
1708,1140
1709,1550
1710,1551
1711,1552
1712,1553
1713,1554
1714,1555
1715,1556
1715,1557
1716,1558
1717,1373
1718,1559
1719,1560
1720,1561
1721,46
1722,380
1723,1562
1724,1153
1725,1563
1726,1564
1727,757
1727,1565
1727,1566
1727,1567
1727,758
1728,1568
1728,1569
1729,898
1730,719
1731,1570
1732,1571
1732,1572
1733,1573
1734,1574
1735,1575
1735,1576
1736,1577
1737,1578
1738,1579
1739,1580
1740,1581
1741,1582
1742,1583
1743,1584
1744,1585
1745,1586
1746,1587
1747,1588
1748,1589
1749,815
1750,
1751,1590
1752,46
1753,146
1754,1591
1755,1592
1756,1593
1756,1525
1757,1594
1758,258
1758,1595
1759,1596
1760,1597
1761,1598
1762,120
1762,121
1763,1530
1764,1599
1765,1600
1766,1601
1767,1602
1768,1603
1769,1604
1770,1605
1771,1606
1772,1607
1773,1608
1773,1609
1774,1014
1775,1610
1776,1611
1777,1612
1778,1330
1779,1613
1780,260
1781,1614
1782,1615
1783,1616
1784,1617
1785,1618
1786,1619
1787,1620
1788,1621
1789,1622
1790,1623
1791,1624
1792,1625
1792,1626
1793,1627
1794,579
1795,1628
1796,1629
1797,1630
1798,1631
1798,1632
1799,1633
1800,1634
1801,1635
1801,1636
1801,1637
1801,1638
1801,1639
1801,1640
1802,1641
1803,1642
1804,1643
1805,1523
1806,1644
1807,1645
1808,1168
1809,1646
1810,1647
1811,1648
1812,1649
1813,1650
1814,1477
1815,1651
1816,1652
1817,1653
1818,1654
1819,294
1820,1655
1821,1656
1822,1260
1822,1249
1823,1657
1824,1658
1825,1260
1826,693
1827,1659
1828,1660
1829,1661
1830,1662
1831,1663
1832,1664
1833,1665
1834,1666
1835,1667
1836,1668
1837,1669
1838,1670
1839,443
1840,1671
1841,
1842,1672
1843,1673
1844,1674
1845,1675
1846,1676
1847,1677
1848,1678
1849,917
1850,1679
1851,1680
1852,1681
1853,1682
1854,1683
1855,1684
1856,1685
1857,1686
1858,1687
1859,471
1860,
1861,1688
1862,1689
1863,1473
1864,1690
1865,1009
1866,1691
1867,1692
1868,1162
1868,1249
1869,1693
1870,1694
1871,1695
1871,1696
1872,685
1873,1697
1874,1698
1875,830
1876,1699
1877,1700
1877,1701
1878,1702
1879,1703
1879,1704
1880,1705
1881,1320
1882,1444
1883,1606
1884,479
1885,1706
1886,1707
1887,
1888,1708
1889,1709
1889,1710
1889,1711
1889,1712
1890,1713
1891,1714
1891,1715
1892,1716
1893,471
1894,1717
1895,1718
1896,1719
1897,1720
1898,1721
1899,1722
1900,1723
1901,1724
1902,1725
1903,1726
1904,1727
1905,1728
1906,1729
1907,1730
1908,1731
1909,1284
1910,767
1911,1383
1912,1732
1913,1733
1913,1734
1913,1735
1913,1736
1913,1737
1913,1738
1914,1739
1915,265
1915,1740
1916,1741
1917,1742
1918,1184
1919,1743
1920,1744
1921,1745
1922,1746
1923,1747
1924,1748
1925,1749
1926,1750
1927,1697
1928,1751
1929,1752
1930,1753
1931,1754
1932,1755
1933,1756
1934,146
1935,1757
1936,1758
1937,1759
1938,1760
1939,1761
1940,1762
1940,1763
1941,1764
1942,24
1943,1575
1943,1576
1944,1765
1945,1766
1945,1767
1946,1768
1947,1769
1947,1770
1948,1771
1949,446
1950,1772
1950,1773
1951,1774
1952,1775
1953,1776
1954,693
1955,1777
1956,1383
1957,830
1958,
1959,1778
1959,1779
1960,1780
1961,1781
1962,1782
1962,1783
1963,1784
1964,1785
1965,1786
1966,1787
1967,1788
1967,1789
1968,1790
1969,1791
1970,1792
1971,1793
1972,477
1973,779
1974,1356
1975,1794
1976,1162
1977,1795
1977,1796
1978,1797
1978,1798
1978,1799
1979,1800
1980,1801
1980,1802
1981,1803
1982,1804
1983,1805
1984,1806
1985,1547
1986,1807
1987,1808
1988,1809
1989,1810
1990,1811
1991,1812
1992,1813
1993,
1994,1814
1995,1815
1996,1816
1997,1817
1998,1818
1999,1819
2000,1820
2001,929
2002,1821
2003,1822
2004,1823
2004,1824
2004,1825
2005,791
2006,1473
2006,1826
2007,1827
2008,1828
2009,1829
2010,1830
2011,1831
2012,1832
2013,1741
2014,1772
2014,1833
2015,1834
2016,1835
2017,1836
2018,1837
2019,1432
2020,1721
2021,1838
2022,574
2023,1839
2024,1840
2025,1841
2026,1842
2026,1843
2026,1525
2027,707
2028,1844
2029,1845
2030,1846
2031,1847
2032,1741
2033,532
2034,632
2035,1848
2036,1849
2037,1850
2038,1629
2039,471
2040,1851
2041,1171
2042,1852
2043,1853
2043,1854
2044,1855
2045,1544
2046,1856
2047,752
2048,1857
2049,1858
2050,1859
2051,1860
2051,1861
2052,1575
2052,1862
2052,1726
2053,369
2054,719
2055,1863
2056,1864
2057,
2058,1865
2059,1065
2060,1381
2061,471
2062,1866
2062,1867
2063,1868
2063,1869
2064,1870
2065,
2066,1871
2067,1216
2068,1872
2069,1761
2070,1334
2071,1873
2072,1874
2073,312
2074,1875
2075,1876
2076,1877
2076,1878
2077,1879
2078,1880
2078,1881
2079,1882
2080,193
2081,1216
2082,1883
2083,1884
2084,1885
2085,1886
2086,1887
2087,1888
2088,1889
2089,1890
2090,693
2091,1891
2092,1892
2093,1162
2093,1249
2094,1876
2095,1444
2096,
2097,1622
2098,534
2099,1893
2100,1894
2101,1895
2102,1896
2102,1897
2103,
2104,1898
2105,201
2106,1899
2107,
2108,1900
2109,1848
2110,1901
2111,1902
2112,1903
2113,291
2114,929
2115,1904
2116,824
2117,1884
2118,1905
2119,1741
2120,1665
2121,1180
2122,1004
2122,1906
2122,1907
2123,1908
2124,1383
2125,1909
2126,1910
2127,471
2128,1911
2129,1912
2130,1913
2131,1914
2132,1915
2133,1916
2134,111
2134,112
2135,442
2136,1917
2137,1918
2138,1919
2139,1920
2140,1921
2140,1175
2141,1307
2142,1922
2143,1923
2144,801
2145,1806
2146,1924
2147,1925
2148,28
2149,1473
2150,1926
2151,1927
2152,1928
2153,1929
2154,1930
2155,1931
2156,
2157,1932
2158,1933
2159,
2160,1934
2161,719
2162,931
2162,1935
2163,1936
2164,1937
2165,1938
2166,1939
2166,1940
2166,1941
2167,1942
2168,1943
2169,1944
2170,1492
2171,1945
2172,1946
2173,1947
2174,1520
2175,1948
2176,1949
2177,1950
2178,830
2179,1259
2180,1951
2181,1952
2182,1953
2183,1615
2184,1954
2185,1955
2186,1956
2187,1957
2188,1958
2189,1959
2190,1960
2191,1961
2192,1962
2192,1963
2193,1964
2193,1965
2194,1966
2195,1661
2196,
2197,1967
2198,1968
2199,1952
2200,
2201,1969
2202,1970
2203,1971
2204,1972
2205,1973
2206,1974
2207,1975
2208,1795
2208,1796
2209,1976
2210,1977
2211,1978
2212,977
2213,1952
2214,1979
2215,1980
2216,693
2217,1981
2217,1004
2218,1982
2219,1983
2220,1947
2221,1984
2221,1985
2222,1986
2223,1987
2223,1988
2224,1989
2225,1216
2226,1990
2227,1991
2228,1992
2229,1993
2230,1994
2231,1995
2232,1996
2233,470
2234,1997
2235,1998
2236,1999
2237,2000
2238,1497
2239,931
2240,2001
2241,2002
2242,2003
2243,2004
2244,2005
2245,2006
2246,2007
2247,808
2247,2008
2248,2009
2249,2010
2250,2011
2251,1129
2252,2012
2253,2013
2254,1169
2255,2014
2255,2015
2255,2016
2255,2017
2256,2018
2257,2019
2258,1934
2258,2020
2259,2021
2260,2022
2261,2023
2262,1741
2263,471
2264,2024
2265,2025
2266,929
2267,2026
2268,808
2269,2027
2269,2028
2270,2029
2271,2030
2271,2031
2272,2032
2273,2033
2273,2034
2274,2035
2275,2036
2276,2037
2276,2038
2277,2039
2278,2040
2279,2041
2280,2042
2281,1445
2282,2043
2283,1765
2284,1409
2285,2044
2285,2045
2286,2046
2287,1190
2288,2047
2289,2015
2289,2016
2289,2017
2289,2048
2290,1532
2291,2049
2292,2050
2293,2051
2294,2052
2295,2053
2296,2054
2297,2055
2298,2056
2299,2057
2300,2058
2300,2059
2301,2060
2302,471
2303,1394
2304,2061
2305,2062
2305,2063
2306,2064
2307,2065
2308,2066
2309,1306
2310,2067
2311,2068
2312,1961
2313,2069
2314,1414
2314,1415
2315,2070
2316,2071
2317,2072
2318,2073
2319,1665
2320,2074
2321,2075
2322,2076
2323,2077
2324,2078
2325,2079
2326,
2327,182
2328,2080
2329,2081
2330,2053
2331,2082
2332,977
2333,2083
2334,2084
2335,2085
2336,2086
2336,2087
2337,2088
2337,2089
2338,2090
2339,
2340,2091
2340,1772
2341,2092
2342,2093
2343,2094
2344,2095
2345,2096
2346,2097
2347,2098
2348,2099
2349,2100
2350,2101
2351,1333
2352,2102
2353,1371
2354,2103
2355,2104
2355,2105
2356,
2357,1680
2358,477
2359,2106
2360,2107
2361,2108
2362,2109
2362,2110
2363,2111
2364,136
2365,2112
2366,2113
2367,1498
2368,2114
2369,2115
2370,137
2371,2116
2372,2117
2373,2118
2374,2119
2375,2120
2376,2121
2377,2122
2378,488
2378,1379
2379,2123
2380,2124
2381,1934
2382,2125
2383,1241
2384,2071
2385,2126
2386,2127
2387,2128
2387,2129
2388,2130
2388,2131
2389,2132
2390,2133
2391,2134
2392,2135
2393,1978
2394,977
2395,136
2396,2136
2397,2137
2398,1078
2399,1344
2400,
2401,2138
2401,2139
2402,2140
2403,2141
2404,2142
2404,783
2404,2143
2404,2144
2404,2145
2404,2146
2404,2119
2404,2147
2404,2148
2404,2149
2404,2150
2404,2151
2404,2152
2405,2153
2406,2154
2407,2155
2408,2156
2409,2157
2410,2158
2411,2159
2412,2160
